Plot_id,region,PHY,carbon_ton_ha,geog_phys_,zone,X,Y,lon,lat,dem,DISTRICT,STATE_CODE,trees/ha_second,trees/ha_first,BA_sqm_ha_second,BA_sqm_ha_first,bio_mass_ad_second,bio_mass_ad_first,crown_cover_second,crown_cover_first,date_first,date_second,duration
100-43-1,3,3,42.67447873,3,45,214502.8915,3073739.205,84.10347522,27.75782944,1139,NAWALPARASI,4,555.32,#N/A,13.54877913,#N/A,99.87643958,#N/A,69,#N/A,#N/A,2020,#N/A
100-43-2,3,3,49.61219366,3,45,214502.8915,3073889.205,84.1034394,27.75918184,1090,NAWALPARASI,4,799.6,#N/A,17.62836144,#N/A,116.1136447,#N/A,88,#N/A,#N/A,2020,#N/A
100-56-1,3,3,154.3603672,3,45,215759.7552,3125724.013,84.10370248,28.22677942,925,KASKI,4,2533.37,2453.417657,46.35253385,38.14489497,361.2689446,346.5524291,84,72,2011,2019,2783
100-56-2,3,3,39.46391515,3,45,215759.7552,3125874.013,84.10366595,28.22813174,962,KASKI,4,899.04,323.615051,13.91674096,8.830644444,92.3623546,88.13334133,29,68,2011,2019,2782
100-57-4,3,3,117.9564045,3,45,216156.437,3129722.845,84.10676676,28.26291611,1681,KASKI,4,981.39,#N/A,43.848399,#N/A,276.0681808,#N/A,88,#N/A,#N/A,2020,#N/A
100-57-5,3,3,48.71875322,3,45,216156.437,3129872.845,84.1067302,28.26426842,1716,KASKI,4,1054.71,#N/A,19.20758994,#N/A,114.0226139,#N/A,77,#N/A,#N/A,2020,#N/A
101-40-1,3,2,159.9830399,2,45,218211.6774,3061646.029,84.1439074,27.64957525,204,NAWALPARASI,4,2427.16,2791.179814,37.36930672,45.37377656,374.4283913,613.9544032,#N/A,#N/A,2013,2020,2514
101-40-2,3,2,90.83184757,2,45,218211.6774,3061796.029,84.14387224,27.65092772,201,NAWALPARASI,4,1058.4,1406.53181,21.61185117,20.11019687,212.5851752,188.2882191,#N/A,#N/A,2013,2020,2514
101-40-3,3,2,115.2468384,2,45,218211.6774,3061946.029,84.14383707,27.65228019,215,NAWALPARASI,4,469.52,79.57747155,21.87149659,23.01251875,269.726643,366.6291153,#N/A,#N/A,2013,2020,2514
101-40-4,3,2,86.79711594,2,45,218511.6774,3061646.029,84.14694502,27.64963784,198,NAWALPARASI,4,1727.38,2196.338215,25.82077342,23.71270469,203.1421863,204.0188033,#N/A,#N/A,2013,2020,2514
101-40-5,3,2,95.25071297,2,45,218511.6774,3061796.029,84.14690989,27.65099032,205,NAWALPARASI,4,1432.4,1332.922648,20.37062219,17.66752656,222.9272006,225.6501144,#N/A,#N/A,2013,2020,2513
101-40-6,3,2,136.6717491,2,45,218511.6774,3061946.029,84.14687476,27.65234279,211,NAWALPARASI,4,103.48,111.4084602,23.59762862,22.5555125,319.8700511,339.9667234,#N/A,#N/A,2013,2020,2513
101-43-4,3,3,46.83283706,3,45,218801.7229,3073642.523,84.14706762,27.75786421,1397,NAWALPARASI,4,250.71,534.274302,10.33473103,12.23290469,109.6087676,106.6086388,29,40,2013,2019,2315
101-43-5,3,3,46.27071676,3,45,218801.7229,3073792.523,84.14703233,27.75921667,1427,NAWALPARASI,4,152.33,229.6694248,8.45896776,10.17184896,108.2931669,112.3864924,73,61,2013,2019,2316
101-67-1,3,4&5,26.00388806,5,45,220822.0867,3169614.477,84.14462546,28.6235574,3431,MANANG,4,603.29,#N/A,12.38926355,#N/A,60.86016355,#N/A,31,#N/A,#N/A,2021,#N/A
101-67-2,3,4&5,15.54655489,5,45,220822.0867,3169764.477,84.14458883,28.62490968,3541,MANANG,4,625.16,#N/A,8.398595193,#N/A,36.385554,#N/A,41,#N/A,#N/A,2021,#N/A
101-67-3,3,4&5,45.78778506,5,45,220822.0867,3169914.477,84.14455221,28.62626197,3610,MANANG,4,1079.41,#N/A,19.29125443,#N/A,107.1629012,#N/A,59,#N/A,#N/A,2021,#N/A
101-67-5,3,4&5,70.10594769,5,45,221122.0867,3169764.477,84.14765408,28.62497428,3632,MANANG,4,867.92,#N/A,27.76632169,#N/A,164.0777499,#N/A,66,#N/A,#N/A,2021,#N/A
102-47-1,3,3,30.12277249,3,45,222887.2816,3089541.167,84.18477773,27.90206462,687,TANAHU,4,858.36,494.2645177,14.44251558,9.717716319,70.50010582,61.63995877,69,38,2011,2019,2963
102-47-2,3,3,139.3730489,3,45,222887.2816,3089691.167,84.18474269,27.9034171,716,TANAHU,4,995.7,796.6589096,36.9264721,31.00331753,326.192242,307.8495907,98,79,2011,2019,2963
102-47-4,3,3,42.77689836,3,45,223187.2816,3089541.167,84.18782247,27.90212684,635,TANAHU,4,1721.8,1115.189844,19.13429034,10.3187408,100.1161451,42.1400542,59.25925926,70,2011,2019,2996
102-47-5,3,3,29.23726328,3,45,223187.2816,3089691.167,84.18778747,27.90347931,645,TANAHU,4,1457.18,1122.484446,13.74732426,6.023802951,68.42763745,20.16661608,29,42,2011,2019,2965
102-59-2,3,4&5,53.49947483,4,45,224047.4635,3137677.144,84.1852318,28.3363108,3216,KASKI,4,1502.09,1635.31704,23.27206273,23.84300243,125.2115368,131.5257213,18,65,2014,2020,2321
102-59-3,3,4&5,3.750101014,4,45,224047.4635,3137827.144,84.18519613,28.33766318,3339,KASKI,4,7.96,622.9147634,1.260362959,33.53813958,8.776832161,237.7218129,48,63,2014,2020,2322
102-59-4,3,4&5,20.08413374,4,45,224347.4635,3137527.144,84.18832447,28.33502149,3077,KASKI,4,356.81,149.8709047,8.692240864,3.551864931,47.00541939,20.25863025,15,32,2014,2020,2323
102-59-6,3,4&5,115.256153,4,45,224347.4635,3137827.144,84.1882532,28.33772627,3254,KASKI,4,2944.32,2537.637148,48.88458055,42.43581233,269.7484431,232.6614594,77,82,2014,1202-11-30,#VALUE!
103-40-1,3,2,96.12845374,2,45,226209.3402,3061452.665,84.2249341,27.64947758,160,NAWALPARASI,4,1056.01,1076.285303,35.03491544,32.3541875,224.9814875,215.3490819,80,81,2013,2017,1543
103-40-2,3,2,56.26128783,2,45,226209.3402,3061602.665,84.22489993,27.65083014,163,NAWALPARASI,4,627.39,830.479335,24.56707885,34.17733698,131.6753545,210.5292681,#N/A,#N/A,2013,2017,1544
103-40-3,3,2,56.48365398,2,45,226209.3402,3061752.665,84.22486576,27.65218271,158,NAWALPARASI,4,357.27,349.9198263,22.05544842,23.28136146,132.1957859,164.9480986,55,73,2013,2017,1543
103-40-4,3,2,26.39933183,2,45,226509.3402,3061452.665,84.22797192,27.64953839,163,NAWALPARASI,4,260.87,465.9703056,10.07570099,11.22133212,61.78567023,57.49164478,#N/A,#N/A,2013,2017,1543
103-40-5,3,2,23.74721271,2,45,226509.3402,3061602.665,84.22793779,27.65089096,155,NAWALPARASI,4,1090.43,758.196465,11.18103237,11.87948559,55.57858294,89.96163928,#N/A,#N/A,2013,2017,1543
103-40-6,3,2,29.09376829,2,45,226509.3402,3061752.665,84.22790365,27.65224354,160,NAWALPARASI,4,1016.42,867.1733913,13.63106928,13.46078212,68.09179813,62.7798061,#N/A,#N/A,2013,2017,1543
103-43-5,3,3,31.47211359,3,45,226799.3857,3073599.16,84.22814039,27.75912315,1075,NAWALPARASI,4,1676.46,#N/A,13.15054396,#N/A,73.6581382,#N/A,41,#N/A,#N/A,2020,#N/A
103-43-6,3,3,85.80659702,3,45,226799.3857,3073749.16,84.22810611,27.7604757,1116,NAWALPARASI,4,1445.08,#N/A,26.91582418,#N/A,200.8239505,#N/A,38,#N/A,#N/A,2020,#N/A
103-53-1,3,3,151.7931903,3,45,227466.2039,3113437.474,84.22573127,28.11847225,528,LAMJUNG,4,296.28,389.4875135,34.69065034,35.65028576,355.260658,413.0714822,73,86,2012,2019,2534
103-53-2,3,3,102.9667372,3,45,227466.2039,3113587.474,84.22569643,28.11982472,567,LAMJUNG,4,693.72,713.9867586,25.79639092,23.9651342,240.9859808,236.8375246,78,70,2012,2019,2540
103-53-3,3,3,93.66586658,3,45,227466.2039,3113737.474,84.22566159,28.1211772,539,LAMJUNG,4,1194.79,792.4589875,24.8997847,23.60620365,219.2179856,255.6812071,93,51,2012,2019,2504
103-53-5,3,3,38.29418846,3,45,227766.2039,3113587.474,84.22874741,28.11988647,649,LAMJUNG,4,484.36,1538.718832,13.81926353,21.60828941,89.6246964,133.101038,40,45,2012,2019,2506
103-53-6,3,3,95.44570171,3,45,227766.2039,3113737.474,84.22871261,28.12123895,640,LAMJUNG,4,404.34,532.2424198,22.66506156,34.34086171,223.3835572,372.0413569,89,49,2012,2019,2540
104-43-3,3,3,67.03164601,3,45,230498.2171,3073652.478,84.26562123,27.76035096,834,NAWALPARASI,4,1642.7,#N/A,23.94187884,#N/A,156.8825758,#N/A,53,#N/A,#N/A,2020-0-0,#VALUE!
104-57-1,3,#N/A,0.314940943,3,45,231851.7626,3129336.118,84.26668568,28.26272216,1097,LAMJUNG,4,596.82,1244.724284,0.046874133,15.86874844,0.737095825,117.3929038,58,77,2011,2019,2752
104-57-6,3,3,70.12337061,3,45,232151.7626,3129636.118,84.26967183,28.26548827,1250,LAMJUNG,4,406.99,198.2805333,23.10004703,15.39072639,164.1185269,106.5413807,82,66,2011,2019,2752
105-36-1,2,2,147.8939746,2,45,233820.2757,3045263.976,84.30557775,27.50501336,203,CHITAWAN,3,753.17,762.8384842,30.03284942,30.6690526,346.1348341,382.4047076,38,73,2013,2017,1474
105-36-2,2,2,126.3388322,2,45,233820.2757,3045413.976,84.30554477,27.50636605,224,CHITAWAN,3,360.81,579.3682026,25.40673945,24.70374931,295.6866285,299.0582672,75,90,2013,2017,1473
105-36-3,2,2,202.7288631,2,45,233820.2757,3045563.976,84.3055118,27.50771873,232,CHITAWAN,3,518.64,369.3720971,37.99238341,35.91018854,474.4718073,502.0533338,77,88,2013,2017,1473
105-36-4,2,2,77.52540771,2,45,234120.2757,3045263.976,84.3086118,27.50507212,215,CHITAWAN,3,530.56,957.8032895,18.12882932,16.96090365,181.4424436,161.986048,55,64,2014,2017,1177
105-36-5,2,2,110.5032336,2,45,234120.2757,3045413.976,84.30857886,27.50642482,224,CHITAWAN,3,505.8,463.9808688,22.45665282,20.56319809,258.6245894,299.9223218,77,86,2013,2017,1474
105-36-6,2,2,140.112202,2,45,234120.2757,3045563.976,84.30854592,27.50777751,224,CHITAWAN,3,663.65,607.6624147,30.04094236,27.13483993,327.922175,303.3462126,60,68,2013,2017,1474
105-49-1,3,3,98.41848894,3,45,235077.1395,3097248.784,84.30677769,27.97404088,497,TANAHU,4,3225.2,#N/A,34.93178368,#N/A,230.3411443,#N/A,92,#N/A,#N/A,2020,#N/A
105-49-2,3,3,93.73271011,3,45,235077.1395,3097398.784,84.30674407,27.97539348,531,TANAHU,4,3951.33,#N/A,35.40845281,#N/A,219.3744279,#N/A,95,#N/A,#N/A,2020,#N/A
105-49-3,3,3,51.11706565,3,45,235077.1395,3097548.784,84.30671045,27.97674608,446,TANAHU,4,1126.32,#N/A,25.16957013,#N/A,119.6356856,#N/A,57,#N/A,#N/A,2020,#N/A
105-49-4,3,3,97.71643841,3,45,235377.1395,3097248.784,84.30982477,27.97410054,620,TANAHU,4,2908.23,#N/A,36.20430221,#N/A,228.6980474,#N/A,92,#N/A,#N/A,2020,#N/A
105-49-5,3,3,139.7589826,3,45,235377.1395,3097398.784,84.30979118,27.97545314,588,TANAHU,4,1365.09,#N/A,41.74972385,#N/A,327.0954912,#N/A,77,#N/A,#N/A,2020,#N/A
105-49-6,3,3,5.116665128,3,45,235377.1395,3097548.784,84.3097576,27.97680574,462,TANAHU,4,15.92,#N/A,2.54076909,#N/A,11.9751737,#N/A,37,#N/A,#N/A,2020,#N/A
105-52-1,3,3,79.64105042,3,45,235367.1849,3109245.279,84.30703052,28.08227407,945,TANAHU,4,560.44,659.8298682,31.52986549,27.73996146,186.3939478,146.8297237,40,68,2011,2019,2991
105-52-4,3,3,58.26470261,3,45,235667.1849,3109245.279,84.31008064,28.08233394,959,TANAHU,4,512.25,326.7097304,25.16174225,16.88655069,136.3641976,79.15900712,78,73,2011,2019,3002
105-64-2,3,4&5,133.1309343,4,45,236527.3668,3157381.256,84.30791666,28.51654444,2779,MANANG,4,803.62,744.049359,42.80293235,39.36304757,311.5830378,336.3130275,44,51,2014,2020,2413
105-64-3,3,4&5,98.13275173,4,45,236527.3668,3157531.256,84.30788229,28.51789693,2726,MANANG,4,801.35,429.0552008,27.20439952,37.59454809,229.6723977,327.2285116,50,48,2014,2020,2413
105-64-4,3,4&5,328.6694811,4,45,236827.3668,3157231.256,84.31101353,28.51525264,2876,MANANG,4,847.36,769.9120372,96.8925494,113.3710595,769.2264451,730.5426006,44,26,2014,2021,2504
105-64-5,3,4&5,141.5718588,4,45,236827.3668,3157381.256,84.3109792,28.51660513,2817,MANANG,4,292.28,238.069269,39.10442017,40.86265295,331.3383928,322.4399551,48,29,2014,2020,2415
105-64-6,3,4&5,47.93184848,4,45,236827.3668,3157531.256,84.31094486,28.51795763,2769,MANANG,4,376.25,163.7969623,13.15060168,20.28716753,112.180922,179.3517135,22,7,2014,2020,2416
106-47-1,3,3,72.91898084,3,45,238882.6072,3089154.44,84.34721495,27.90180061,724,TANAHU,4,533.69,600.5888616,20.24393978,16.59224167,170.6614445,141.4190064,40,57,2011,2019,2957
106-47-2,3,3,52.62762082,3,45,238882.6072,3089304.44,84.34718194,27.90315326,669,TANAHU,4,397.28,494.2645177,18.04032552,12.6604724,123.1710275,128.8577941,98,68,2011,2019,2956
106-47-3,3,3,97.83937719,3,45,238882.6072,3089454.44,84.34714892,27.90450592,629,TANAHU,4,471.57,820.7531996,26.84086667,26.08760312,228.9857764,237.1337134,29,89,2011,2019,2996
106-47-4,3,3,116.1042451,3,45,239182.6072,3089154.44,84.3502601,27.90185923,701,TANAHU,4,945.51,1165.58891,35.6518005,31.5869151,271.7333397,232.0093255,36,97,2011,2019,2929
106-47-6,3,3,27.38512133,3,45,239182.6072,3089454.44,84.35019415,27.90456455,586,TANAHU,4,827.62,23.87324146,12.73239604,6.5594,64.09283715,45.8435098,29,25,2011,2019,2996
106-61-2,3,4&5,318.9895015,4,45,240236.1528,3145288.08,84.34850312,28.40824601,3293,LAMJUNG,4,1379,#N/A,87.1682646,#N/A,746.5711737,#N/A,84,#N/A,#N/A,2022,#N/A
106-61-3,3,4&5,150.3453961,4,45,240236.1528,3145438.08,84.34846942,28.40959857,3338,LAMJUNG,4,1356.48,#N/A,48.6426824,#N/A,351.8722036,#N/A,86,#N/A,#N/A,2022,#N/A
106-61-6,3,4&5,208.2900874,4,45,240536.1528,3145438.08,84.35152897,28.40965814,3165,LAMJUNG,4,3763.47,#N/A,78.6481121,#N/A,487.4874387,#N/A,93,#N/A,#N/A,2022,#N/A
107-33-1,2,2,71.75998972,2,45,241527.8931,3033074.118,84.38612639,27.39656713,482,CHITAWAN,3,839.38,994.7183943,18.96022648,18.42845399,167.9489121,151.7255372,80,70,2013,2017,1467
107-33-3,2,2,126.8748082,2,45,241527.8931,3033374.118,84.3860627,27.39927273,495,CHITAWAN,3,1342.26,1632.664458,30.33685315,31.85167708,296.9410405,280.1265596,75,86,2014,2017,1175
107-33-4,2,2,112.1161238,2,45,241827.8931,3033074.118,84.38915767,27.39662394,487,CHITAWAN,3,332.08,344.393613,25.89296833,24.84356059,262.3994388,228.8035986,73,83,2014,2017,1176
107-33-5,2,2,90.79649334,2,45,241827.8931,3033224.118,84.38912587,27.39797674,483,CHITAWAN,3,1392.67,1577.402325,26.22135091,25.87697448,212.5024312,192.5823581,80,81,2013,2017,1468
107-33-6,2,2,113.793389,2,45,241827.8931,3033374.118,84.38909406,27.39932954,480,CHITAWAN,3,1111.27,1266.608089,29.66775126,28.66508993,266.324953,265.6211427,84,92,2013,2017,1468
107-50-2,3,3,64.0367721,3,45,243171.4841,3101204.252,84.38813419,28.01129688,575,TANAHU,4,1169.16,#N/A,25.74092821,#N/A,149.8732964,#N/A,55,#N/A,#N/A,2020,#N/A
107-50-3,3,3,125.2125856,3,45,243171.4841,3101354.252,84.38810153,28.01264956,612,TANAHU,4,1294.16,#N/A,35.31120781,#N/A,293.0507323,#N/A,90,#N/A,#N/A,2020,#N/A
107-50-4,3,3,57.49207465,3,45,243471.4841,3101054.252,84.39121513,28.01000212,587,TANAHU,4,315.73,#N/A,20.21595695,#N/A,134.5559194,#N/A,66,#N/A,#N/A,2020,#N/A
107-50-5,3,3,47.61169655,3,45,243471.4841,3101204.252,84.39118251,28.01135481,536,TANAHU,4,972.46,#N/A,18.32475252,#N/A,111.4316302,#N/A,62,#N/A,#N/A,2020,#N/A
107-52-4,3,3,159.2437767,3,45,243664.8477,3109051.915,84.3914391,28.08216115,737,TANAHU,4,1714.8,1804.861264,41.50023169,42.40798681,372.6982008,393.4701784,78,92,2011,2019,2831
107-52-5,3,3,107.9332638,3,45,243664.8477,3109201.915,84.39140639,28.08351382,731,TANAHU,4,764.73,1919.585453,35.64159516,35.40832708,252.6097663,239.0455861,64,86,2011,2019,2862
107-52-6,3,3,145.8951383,3,45,243664.8477,3109351.915,84.39137368,28.08486649,758,TANAHU,4,1320.87,1532.087376,42.27022292,36.44399566,341.4567066,270.3933456,49,79,2011,2019,2832
107-67-1,3,4&5,70.83725814,5,45,244815.0751,3169034.386,84.38993106,28.62327367,4056,MANANG,4,3431.92,3779.929898,35.0731808,32.851875,165.7893276,134.6752423,59,72,2014,2020,2233
107-67-2,3,4&5,26.43558732,5,45,244815.0751,3169184.386,84.38989758,28.62462623,3988,MANANG,4,2536.54,2636.003745,14.92922088,12.22074219,61.87052351,43.97434416,13,75,2014,2020,2234
107-67-3,3,4&5,128.4593283,5,45,244815.0751,3169334.386,84.3898641,28.62597879,3973,MANANG,4,3805.97,4502.095453,51.90331032,55.51640417,300.6494919,290.4361343,48,85,2014,2020,2235
107-67-4,3,4&5,79.69025456,5,45,245115.0751,3169034.386,84.39299689,28.62333271,3937,MANANG,4,1913.14,1968.879275,37.18929286,34.58323628,186.5091064,150.5056021,57,57,2014,2020,2236
107-67-5,3,4&5,38.69740068,5,45,245115.0751,3169184.386,84.39296345,28.62468527,3952,MANANG,4,1456.59,1406.752858,18.54025312,15.27154531,90.56838457,72.49855068,51,73,2014,2020,2237
107-67-6,3,4&5,67.38492741,5,45,245115.0751,3169334.386,84.39293001,28.62603784,3871,MANANG,4,2545.27,3838.286711,28.82775381,30.88093594,157.7094046,138.3504362,66,53,2014,2020,2238
108-58-1,3,4&5,158.2858005,4,45,247943.7701,3132948.222,84.42979439,28.29847744,2091,LAMJUNG,4,3264.85,2744.096477,60.00439237,53.4954842,370.4561289,346.6712543,75,90,2014,2020,2133
108-58-3,3,4&5,144.0552391,4,45,247943.7701,3133248.222,84.42972934,28.30118278,2023,LAMJUNG,4,959.01,1291.144476,40.7222627,32.30377795,337.1505595,254.7669263,79,84,2014,2020,2131
108-58-5,3,4&5,104.1135521,4,45,248243.7701,3133098.222,84.43281848,28.29988765,1894,LAMJUNG,4,1697.52,1703.621037,34.70026004,30.62669375,243.6700156,207.0662881,90,92,2014,2020,2131
109-50-1,3,3,149.0690694,3,45,251169.1469,3100860.889,84.46947453,28.00972144,614,GORKHA,4,775.76,818.3216657,35.42959934,28.42498542,348.885056,285.2182623,78,84,2011,2019,2762
109-50-2,3,3,100.6271861,3,45,251169.1469,3101010.889,84.4694429,28.01107421,540,GORKHA,4,579.42,613.188628,25.3552555,20.05213976,235.5104356,181.6264626,98,70,2011,2019,2761
109-50-3,3,3,79.2201667,3,45,251169.1469,3101160.889,84.46941126,28.01242697,490,GORKHA,4,1170.93,154.0708269,22.04456379,16.16351875,185.4089008,158.1052547,93,70,2011,2019,2761
109-50-4,3,3,122.954279,3,45,251469.1469,3100860.889,84.47252301,28.00977756,662,GORKHA,4,422.26,678.840042,27.48737095,28.22151267,287.7653339,275.7787205,89,83,2011,2019-28-4,#VALUE!
109-50-5,3,3,129.0577669,3,45,251469.1469,3101010.889,84.47249141,28.01113033,565,GORKHA,4,387.13,387.7191253,29.5251356,32.3533566,302.0500929,403.1692855,40,73,2011,2019,2728
109-50-6,3,3,68.79602337,3,45,251469.1469,3101160.889,84.47245981,28.0124831,527,GORKHA,4,1491.05,1211.567004,25.64938348,20.48239705,161.0119696,130.0719225,73,70,2011,2019,2729
110-33-1,2,2,162.7106804,2,45,253524.3873,3032784.073,84.50740777,27.39617127,404,CHITAWAN,3,564.65,535.1584961,35.63446635,33.68682049,380.8122306,343.1242295,80,70,2013,2017,1473
110-33-2,2,2,117.6537967,2,45,253524.3873,3032934.073,84.50737741,27.3975242,366,CHITAWAN,3,860.15,909.835758,26.77064468,26.72150885,275.3599498,288.6890125,70,79,2014,2017,1178
110-33-3,2,2,93.81545485,2,45,253524.3873,3033084.073,84.50734704,27.39887712,375,CHITAWAN,3,543.83,862.5313721,20.30569463,22.70466545,219.5680858,261.2995714,58,64,2014,2017,1178
110-33-4,2,2,105.4351333,2,45,253824.3873,3032784.073,84.51043933,27.39622544,424,CHITAWAN,3,663.63,597.9362793,23.82335229,24.02356788,246.763078,265.8656479,44,77,2013,2017,1472
110-33-5,2,2,39.73543497,2,45,253824.3873,3032934.073,84.510409,27.39757837,411,CHITAWAN,3,619.64,967.7504734,11.5418034,11.90973924,92.99782652,92.90889918,#N/A,78,2013,2017,1472
110-43-1,2,3,101.4145523,2,45,254491.2055,3072772.387,84.50903966,27.75701271,384,CHITAWAN,3,951.65,#N/A,23.6625621,#N/A,237.3532075,#N/A,65,#N/A,#N/A,2020-0-0,#VALUE!
110-43-2,2,3,104.6178476,2,45,254491.2055,3072922.387,84.50900884,27.75836557,426,CHITAWAN,3,359.02,#N/A,21.99494428,#N/A,244.8502816,#N/A,53,#N/A,#N/A,2020-0-0,#VALUE!
110-43-3,2,3,110.687783,2,45,254491.2055,3073072.387,84.50897803,27.75971843,460,CHITAWAN,3,210.92,#N/A,24.16660061,#N/A,259.0565133,#N/A,64,#N/A,#N/A,2020-0-0,#VALUE!
110-43-4,2,3,120.6211564,2,45,254791.2055,3072772.387,84.51208115,27.7570675,402,CHITAWAN,3,429.1,#N/A,26.15648178,#N/A,282.3048341,#N/A,79,#N/A,#N/A,2020-0-0,#VALUE!
110-43-5,2,3,63.58811824,2,45,254791.2055,3072922.387,84.51205038,27.75842036,429,CHITAWAN,3,710.93,#N/A,20.04612326,#N/A,148.8232554,#N/A,81,#N/A,#N/A,2020-0-0,#VALUE!
110-43-6,2,3,120.4366958,3,45,254791.2055,3073072.387,84.5120196,27.75977322,455,CHITAWAN,3,576.96,#N/A,29.92744385,#N/A,281.8731179,#N/A,55,#N/A,#N/A,2077,#N/A
110-44-2,2,3,13.20004357,3,45,254587.8874,3076921.218,84.50916716,27.79444881,857,CHITAWAN,3,122.26,#N/A,5.132546705,#N/A,30.893719,#N/A,42,#N/A,#N/A,2020-0-0,#VALUE!
110-44-4,2,3,34.92066909,3,45,254887.8874,3076771.218,84.51224052,27.79315081,888,CHITAWAN,3,187.71,#N/A,17.53995452,#N/A,81.72922553,#N/A,44,#N/A,#N/A,2020-0-0,#VALUE!
110-62-2,3,4&5,31.50580373,5,45,256328.1602,3148900.184,84.51186635,28.4439189,3836,LAMJUNG,4,330.52,336.6569143,14.32272588,13.5054816,73.73698746,68.13410465,35,62,2014,2021,2471
110-62-4,3,4&5,92.21869765,5,45,256628.1602,3148750.184,84.51495892,28.44262213,3755,LAMJUNG,4,2258.31,2385.33471,30.32322775,29.53965781,215.8309945,204.6038803,77,49,2014,2020,2391
110-62-5,3,4&5,18.46923567,5,45,256628.1602,3148900.184,84.51492728,28.44397486,3751,LAMJUNG,4,647.25,653.4194608,8.275721496,7.682667361,43.22587072,35.3555589,24,41,2014,2020,2392
110-62-6,3,4&5,186.3274603,5,45,256628.1602,3149050.184,84.51489564,28.44532758,3765,LAMJUNG,4,512.47,475.0332954,77.856346,75.65848715,436.0855454,482.7118715,64,78,2014,2020,2393
111-43-4,2,3,82.62168564,3,45,258790.037,3072675.705,84.55264292,27.75691937,511,CHITAWAN,3,372.5,263.0477532,19.29221936,27.39208785,193.3699026,313.6348855,29,81,2012,2019,2466
111-43-5,2,3,39.85364552,3,45,258790.037,3072825.705,84.55261265,27.75827227,553,CHITAWAN,3,749.19,848.6053146,13.54110888,13.2573,93.27448951,101.9043761,49,68,2012,2019,2467
111-51-2,3,3,18.41171776,3,45,259263.4916,3104816.356,84.55092098,28.04688624,742,GORKHA,4,909.41,#N/A,8.393095788,#N/A,43.09125433,#N/A,57,#N/A,#N/A,2020,#N/A
111-51-3,3,3,95.1535862,3,45,259263.4916,3104966.356,84.55089031,28.04823909,687,GORKHA,4,1478.28,#N/A,38.00224183,#N/A,222.6998826,#N/A,75,#N/A,#N/A,2020,#N/A
111-51-4,3,3,47.09578909,3,45,259563.4916,3104666.356,84.55400131,28.04558778,742,GORKHA,4,451.44,#N/A,19.49885758,#N/A,110.2241872,#N/A,77,#N/A,#N/A,2020,#N/A
111-51-6,3,3,13.25690599,3,45,259563.4916,3104966.356,84.55394006,28.04829347,621,GORKHA,4,547.77,#N/A,6.037572287,#N/A,31.02680126,#N/A,37,#N/A,#N/A,2020,#N/A
111-58-4,3,4&5,48.37597813,4,45,260240.2643,3132658.176,84.55514508,28.29816394,1807,LAMJUNG,4,714.27,564.3369024,21.0819633,16.07739479,113.2203743,89.76496115,33,24,2014,2020,2128
111-58-5,3,4&5,37.62498719,4,45,260240.2643,3132808.176,84.55511414,28.29951674,1781,LAMJUNG,4,1762.46,1349.722337,17.6820114,12.12263715,88.05848065,71.15116136,22,40,2014,2020,2127
111-58-6,3,4&5,104.9100278,4,45,260240.2643,3132958.176,84.5550832,28.30086954,1790,LAMJUNG,4,892.64,755.1017856,29.81310012,26.28640365,245.5341077,232.5625683,75,59,2014,2020,2127
112-41-1,2,2,140.7216256,2,45,262295.5047,3064581.36,84.58979101,27.6845361,656,CHITAWAN,3,454.29,454.2547334,26.02270203,24.65185174,329.3484854,318.4898706,53,62,2013,2017,1453
112-41-2,2,2,108.0026791,2,45,262295.5047,3064731.36,84.58976128,27.68588905,621,CHITAWAN,3,163.83,197.6173877,21.66052652,21.27843351,252.7722277,242.3357108,60,77,2013,2017,1471
112-41-3,2,2,157.1193061,2,45,262295.5047,3064881.36,84.58973156,27.68724201,580,CHITAWAN,3,268.62,574.9472319,29.65793147,29.6626125,367.7260356,362.6549496,53,72,2013,2017,1471
112-41-4,2,2,136.5158851,2,45,262595.5047,3064581.36,84.59283068,27.68458898,663,CHITAWAN,3,1013.58,1240.745411,32.27439434,30.79759097,319.5052631,291.546641,70,73,2013,2017,1472
112-41-5,2,2,139.4449812,2,45,262595.5047,3064731.36,84.59280099,27.68594194,647,CHITAWAN,3,591.8,577.5998143,31.17713774,26.83453785,326.3605944,289.4518493,51,75,2013,2017,1472
112-41-6,2,2,114.2805796,2,45,262595.5047,3064881.36,84.5927713,27.68729489,586,CHITAWAN,3,1725.97,1724.17855,28.84480696,26.14943142,267.4651863,249.4300241,60,79,2013,2017,1472
112-50-2,3,3,95.83779039,3,45,263165.6411,3100720.843,84.59141269,28.01064983,569,GORKHA,4,1337.82,678.840042,25.90025246,23.66521128,224.3012115,248.9306375,66,69,2011,2019,2787
112-50-3,3,3,64.57645021,3,45,263165.6411,3100870.843,84.59138257,28.01200272,480,GORKHA,4,149.68,390.3717076,15.69322043,16.52728681,151.1363728,162.8292965,35,65,2011,2019,2843
112-50-6,3,3,128.4701174,3,45,263465.6411,3100870.843,84.59443139,28.01205614,559,GORKHA,4,543.19,684.3662553,36.56026781,39.33101892,300.6747428,321.9926502,64,72,2011,2019,2787
